Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5
Training 2000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
|    entropy_loss         | 7.54       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0158    |
|    n_updates            | 890        |
|    policy_gradient_loss | -0.0139    |
|    std                  | 0.159      |
|    value_loss           | 0.00339    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 400        |
| time/                   |            |
|    fps                  | 5567       |
|    iterations           | 91         |
|    time_elapsed         | 267        |
|    total_timesteps      | 1490944    |
| train/                  |            |
|    approx_kl            | 0.06951086 |
|    clip_fraction        | 0.521      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.57       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0298    |
|    n_updates            | 900        |
|    policy_gradient_loss | -0.0127    |
|    std                  | 0.159      |
|    value_loss           | 0.00344    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 399        |
| time/                   |            |
|    fps                  | 5570       |
|    iterations           | 92         |
|    time_elapsed         | 270        |
|    total_timesteps      | 1507328    |
| train/                  |            |
|    approx_kl            | 0.07646221 |
|    clip_fraction        | 0.535      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.64       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0206    |
|    n_updates            | 910        |
|    policy_gradient_loss | -0.00988   |
|    std                  | 0.158      |
|    value_loss           | 0.00473    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 394        |
| time/                   |            |
|    fps                  | 5570       |
|    iterations           | 93         |
|    time_elapsed         | 273        |
|    total_timesteps      | 1523712    |
| train/                  |            |
|    approx_kl            | 0.07264733 |
|    clip_fraction        | 0.526      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.68       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0246    |
|    n_updates            | 920        |
|    policy_gradient_loss | -0.0122    |
|    std                  | 0.158      |
|    value_loss           | 0.0039     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 393        |
| time/                   |            |
|    fps                  | 5572       |
|    iterations           | 94         |
|    time_elapsed         | 276        |
|    total_timesteps      | 1540096    |
| train/                  |            |
|    approx_kl            | 0.07402037 |
|    clip_fraction        | 0.539      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.71       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0192    |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.0125    |
|    std                  | 0.158      |
|    value_loss           | 0.00564    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 407        |
| time/                   |            |
|    fps                  | 5574       |
|    iterations           | 95         |
|    time_elapsed         | 279        |
|    total_timesteps      | 1556480    |
| train/                  |            |
|    approx_kl            | 0.06689977 |
|    clip_fraction        | 0.524      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.74       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0137    |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.0101    |
|    std                  | 0.157      |
|    value_loss           | 0.00388    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 420        |
| time/                   |            |
|    fps                  | 5578       |
|    iterations           | 96         |
|    time_elapsed         | 281        |
|    total_timesteps      | 1572864    |
| train/                  |            |
|    approx_kl            | 0.07470791 |
|    clip_fraction        | 0.542      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.75       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0289    |
|    n_updates            | 950        |
|    policy_gradient_loss | -0.00726   |
|    std                  | 0.157      |
|    value_loss           | 0.00502    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 407       |
| time/                   |           |
|    fps                  | 5578      |
|    iterations           | 97        |
|    time_elapsed         | 284       |
|    total_timesteps      | 1589248   |
| train/                  |           |
|    approx_kl            | 0.0697701 |
|    clip_fraction        | 0.537     |
|    clip_range           | 0.2       |
|    entropy_loss         | 7.77      |
|    explained_variance   | 0.994     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0308   |
|    n_updates            | 960       |
|    policy_gradient_loss | -0.0115   |
|    std                  | 0.157     |
|    value_loss           | 0.00378   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 399        |
| time/                   |            |
|    fps                  | 5580       |
|    iterations           | 98         |
|    time_elapsed         | 287        |
|    total_timesteps      | 1605632    |
| train/                  |            |
|    approx_kl            | 0.07330598 |
|    clip_fraction        | 0.53       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.82       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0159    |
|    n_updates            | 970        |
|    policy_gradient_loss | -0.0133    |
|    std                  | 0.157      |
|    value_loss           | 0.0048     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 407        |
| time/                   |            |
|    fps                  | 5581       |
|    iterations           | 99         |
|    time_elapsed         | 290        |
|    total_timesteps      | 1622016    |
| train/                  |            |
|    approx_kl            | 0.07384877 |
|    clip_fraction        | 0.523      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.87       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0211    |
|    n_updates            | 980        |
|    policy_gradient_loss | -0.0101    |
|    std                  | 0.156      |
|    value_loss           | 0.00405    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 412        |
| time/                   |            |
|    fps                  | 5582       |
|    iterations           | 100        |
|    time_elapsed         | 293        |
|    total_timesteps      | 1638400    |
| train/                  |            |
|    approx_kl            | 0.07004741 |
|    clip_fraction        | 0.524      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.93       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0337    |
|    n_updates            | 990        |
|    policy_gradient_loss | -0.0121    |
|    std                  | 0.156      |
|    value_loss           | 0.00336    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 420        |
| time/                   |            |
|    fps                  | 5586       |
|    iterations           | 101        |
|    time_elapsed         | 296        |
|    total_timesteps      | 1654784    |
| train/                  |            |
|    approx_kl            | 0.07355963 |
|    clip_fraction        | 0.53       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.96       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0187    |
|    n_updates            | 1000       |
|    policy_gradient_loss | -0.00974   |
|    std                  | 0.155      |
|    value_loss           | 0.00441    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 419        |
| time/                   |            |
|    fps                  | 5587       |
|    iterations           | 102        |
|    time_elapsed         | 299        |
|    total_timesteps      | 1671168    |
| train/                  |            |
|    approx_kl            | 0.07063967 |
|    clip_fraction        | 0.532      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8          |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0287    |
|    n_updates            | 1010       |
|    policy_gradient_loss | -0.0128    |
|    std                  | 0.155      |
|    value_loss           | 0.00323    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 413        |
| time/                   |            |
|    fps                  | 5587       |
|    iterations           | 103        |
|    time_elapsed         | 302        |
|    total_timesteps      | 1687552    |
| train/                  |            |
|    approx_kl            | 0.07535053 |
|    clip_fraction        | 0.537      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.03       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0214    |
|    n_updates            | 1020       |
|    policy_gradient_loss | -0.012     |
|    std                  | 0.155      |
|    value_loss           | 0.00367    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 403         |
| time/                   |             |
|    fps                  | 5588        |
|    iterations           | 104         |
|    time_elapsed         | 304         |
|    total_timesteps      | 1703936     |
| train/                  |             |
|    approx_kl            | 0.078305356 |
|    clip_fraction        | 0.537       |
|    clip_range           | 0.2         |
|    entropy_loss         | 8.06        |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0186     |
|    n_updates            | 1030        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.155       |
|    value_loss           | 0.00375     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 392        |
| time/                   |            |
|    fps                  | 5589       |
|    iterations           | 105        |
|    time_elapsed         | 307        |
|    total_timesteps      | 1720320    |
| train/                  |            |
|    approx_kl            | 0.07608493 |
|    clip_fraction        | 0.545      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.09       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0161    |
|    n_updates            | 1040       |
|    policy_gradient_loss | -0.0115    |
|    std                  | 0.155      |
|    value_loss           | 0.00456    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 412        |
| time/                   |            |
|    fps                  | 5591       |
|    iterations           | 106        |
|    time_elapsed         | 310        |
|    total_timesteps      | 1736704    |
| train/                  |            |
|    approx_kl            | 0.07331581 |
|    clip_fraction        | 0.54       |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.1        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0113    |
|    n_updates            | 1050       |
|    policy_gradient_loss | -0.012     |
|    std                  | 0.154      |
|    value_loss           | 0.00423    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 423         |
| time/                   |             |
|    fps                  | 5593        |
|    iterations           | 107         |
|    time_elapsed         | 313         |
|    total_timesteps      | 1753088     |
| train/                  |             |
|    approx_kl            | 0.074939415 |
|    clip_fraction        | 0.536       |
|    clip_range           | 0.2         |
|    entropy_loss         | 8.14        |
|    explained_variance   | 0.994       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0126     |
|    n_updates            | 1060        |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.154       |
|    value_loss           | 0.00281     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 433        |
| time/                   |            |
|    fps                  | 5597       |
|    iterations           | 108        |
|    time_elapsed         | 316        |
|    total_timesteps      | 1769472    |
| train/                  |            |
|    approx_kl            | 0.07402546 |
|    clip_fraction        | 0.53       |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.18       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0344    |
|    n_updates            | 1070       |
|    policy_gradient_loss | -0.0101    |
|    std                  | 0.154      |
|    value_loss           | 0.00361    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 414        |
| time/                   |            |
|    fps                  | 5598       |
|    iterations           | 109        |
|    time_elapsed         | 319        |
|    total_timesteps      | 1785856    |
| train/                  |            |
|    approx_kl            | 0.07423486 |
|    clip_fraction        | 0.541      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.21       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0101    |
|    n_updates            | 1080       |
|    policy_gradient_loss | -0.0115    |
|    std                  | 0.153      |
|    value_loss           | 0.00309    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 392         |
| time/                   |             |
|    fps                  | 5598        |
|    iterations           | 110         |
|    time_elapsed         | 321         |
|    total_timesteps      | 1802240     |
| train/                  |             |
|    approx_kl            | 0.081297174 |
|    clip_fraction        | 0.556       |
|    clip_range           | 0.2         |
|    entropy_loss         | 8.24        |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0228     |
|    n_updates            | 1090        |
|    policy_gradient_loss | -0.00931    |
|    std                  | 0.153       |
|    value_loss           | 0.00412     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 396        |
| time/                   |            |
|    fps                  | 5599       |
|    iterations           | 111        |
|    time_elapsed         | 324        |
|    total_timesteps      | 1818624    |
| train/                  |            |
|    approx_kl            | 0.07675582 |
|    clip_fraction        | 0.55       |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.27       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.031     |
|    n_updates            | 1100       |
|    policy_gradient_loss | -0.012     |
|    std                  | 0.153      |
|    value_loss           | 0.00441    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 417         |
| time/                   |             |
|    fps                  | 5601        |
|    iterations           | 112         |
|    time_elapsed         | 327         |
|    total_timesteps      | 1835008     |
| train/                  |             |
|    approx_kl            | 0.076014385 |
|    clip_fraction        | 0.548       |
|    clip_range           | 0.2         |
|    entropy_loss         | 8.32        |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0212     |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.152       |
|    value_loss           | 0.00364     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 425        |
| time/                   |            |
|    fps                  | 5604       |
|    iterations           | 113        |
|    time_elapsed         | 330        |
|    total_timesteps      | 1851392    |
| train/                  |            |
|    approx_kl            | 0.07706408 |
|    clip_fraction        | 0.544      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.35       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0236    |
|    n_updates            | 1120       |
|    policy_gradient_loss | -0.0116    |
|    std                  | 0.152      |
|    value_loss           | 0.00356    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 431        |
| time/                   |            |
|    fps                  | 5606       |
|    iterations           | 114        |
|    time_elapsed         | 333        |
|    total_timesteps      | 1867776    |
| train/                  |            |
|    approx_kl            | 0.07691665 |
|    clip_fraction        | 0.543      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.37       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0291    |
|    n_updates            | 1130       |
|    policy_gradient_loss | -0.0113    |
|    std                  | 0.152      |
|    value_loss           | 0.00334    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 416        |
| time/                   |            |
|    fps                  | 5607       |
|    iterations           | 115        |
|    time_elapsed         | 336        |
|    total_timesteps      | 1884160    |
| train/                  |            |
|    approx_kl            | 0.08083682 |
|    clip_fraction        | 0.555      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.4        |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0243    |
|    n_updates            | 1140       |
|    policy_gradient_loss | -0.0133    |
|    std                  | 0.152      |
|    value_loss           | 0.00331    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 417       |
| time/                   |           |
|    fps                  | 5608      |
|    iterations           | 116       |
|    time_elapsed         | 338       |
|    total_timesteps      | 1900544   |
| train/                  |           |
|    approx_kl            | 0.0782256 |
|    clip_fraction        | 0.554     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.44      |
|    explained_variance   | 0.993     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00575  |
|    n_updates            | 1150      |
|    policy_gradient_loss | -0.00904  |
|    std                  | 0.151     |
|    value_loss           | 0.00355   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 300         |
|    ep_rew_mean          | 421         |
| time/                   |             |
|    fps                  | 5611        |
|    iterations           | 117         |
|    time_elapsed         | 341         |
|    total_timesteps      | 1916928     |
| train/                  |             |
|    approx_kl            | 0.084042735 |
|    clip_fraction        | 0.554       |
|    clip_range           | 0.2         |
|    entropy_loss         | 8.46        |
|    explained_variance   | 0.995       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0315     |
|    n_updates            | 1160        |
|    policy_gradient_loss | -0.014      |
|    std                  | 0.151       |
|    value_loss           | 0.00331     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 430        |
| time/                   |            |
|    fps                  | 5612       |
|    iterations           | 118        |
|    time_elapsed         | 344        |
|    total_timesteps      | 1933312    |
| train/                  |            |
|    approx_kl            | 0.07863117 |
|    clip_fraction        | 0.546      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.52       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.018     |
|    n_updates            | 1170       |
|    policy_gradient_loss | -0.0104    |
|    std                  | 0.151      |
|    value_loss           | 0.00294    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 412        |
| time/                   |            |
|    fps                  | 5613       |
|    iterations           | 119        |
|    time_elapsed         | 347        |
|    total_timesteps      | 1949696    |
| train/                  |            |
|    approx_kl            | 0.08335586 |
|    clip_fraction        | 0.555      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.56       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0183    |
|    n_updates            | 1180       |
|    policy_gradient_loss | -0.012     |
|    std                  | 0.15       |
|    value_loss           | 0.00389    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 425        |
| time/                   |            |
|    fps                  | 5615       |
|    iterations           | 120        |
|    time_elapsed         | 350        |
|    total_timesteps      | 1966080    |
| train/                  |            |
|    approx_kl            | 0.08548341 |
|    clip_fraction        | 0.564      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.6        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0301    |
|    n_updates            | 1190       |
|    policy_gradient_loss | -0.00831   |
|    std                  | 0.15       |
|    value_loss           | 0.00479    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 440        |
| time/                   |            |
|    fps                  | 5618       |
|    iterations           | 121        |
|    time_elapsed         | 352        |
|    total_timesteps      | 1982464    |
| train/                  |            |
|    approx_kl            | 0.07966199 |
|    clip_fraction        | 0.554      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.61       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00807   |
|    n_updates            | 1200       |
|    policy_gradient_loss | -0.00864   |
|    std                  | 0.15       |
|    value_loss           | 0.00299    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 428        |
| time/                   |            |
|    fps                  | 5620       |
|    iterations           | 122        |
|    time_elapsed         | 355        |
|    total_timesteps      | 1998848    |
| train/                  |            |
|    approx_kl            | 0.07527155 |
|    clip_fraction        | 0.553      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.64       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0192    |
|    n_updates            | 1210       |
|    policy_gradient_loss | -0.00762   |
|    std                  | 0.15       |
|    value_loss           | 0.0033     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 425        |
| time/                   |            |
|    fps                  | 5622       |
|    iterations           | 123        |
|    time_elapsed         | 358        |
|    total_timesteps      | 2015232    |
| train/                  |            |
|    approx_kl            | 0.08247718 |
|    clip_fraction        | 0.566      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.68       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0387    |
|    n_updates            | 1220       |
|    policy_gradient_loss | -0.00911   |
|    std                  | 0.149      |
|    value_loss           | 0.00337    |
----------------------------------------
Done in 358.9 s (5573.2 env-steps/s)
Saved policy → /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5/walker_v5.zip
Saved VecNormalize stats → /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5/vec_normalize.pkl
Saved env config → /Users/lukas/weird_objects/hexapod_walker/policies/walker_v5/env_cfg.json
