Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.11      |
|    explained_variance   | 0.992     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00233  |
|    n_updates            | 1660      |
|    policy_gradient_loss | -0.00329  |
|    std                  | 0.154     |
|    value_loss           | 0.0037    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 355        |
| time/                   |            |
|    fps                  | 4924       |
|    iterations           | 168        |
|    time_elapsed         | 558        |
|    total_timesteps      | 2752512    |
| train/                  |            |
|    approx_kl            | 0.17097542 |
|    clip_fraction        | 0.671      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.12       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0273    |
|    n_updates            | 1670       |
|    policy_gradient_loss | -0.00542   |
|    std                  | 0.154      |
|    value_loss           | 0.00434    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 350        |
| time/                   |            |
|    fps                  | 4925       |
|    iterations           | 169        |
|    time_elapsed         | 562        |
|    total_timesteps      | 2768896    |
| train/                  |            |
|    approx_kl            | 0.19430934 |
|    clip_fraction        | 0.689      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.1        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0332    |
|    n_updates            | 1680       |
|    policy_gradient_loss | -0.00123   |
|    std                  | 0.154      |
|    value_loss           | 0.00383    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 350        |
| time/                   |            |
|    fps                  | 4926       |
|    iterations           | 170        |
|    time_elapsed         | 565        |
|    total_timesteps      | 2785280    |
| train/                  |            |
|    approx_kl            | 0.17078069 |
|    clip_fraction        | 0.677      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.12       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00213   |
|    n_updates            | 1690       |
|    policy_gradient_loss | -0.00289   |
|    std                  | 0.154      |
|    value_loss           | 0.00384    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 363       |
| time/                   |           |
|    fps                  | 4927      |
|    iterations           | 171       |
|    time_elapsed         | 568       |
|    total_timesteps      | 2801664   |
| train/                  |           |
|    approx_kl            | 0.1786713 |
|    clip_fraction        | 0.676     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.17      |
|    explained_variance   | 0.989     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0167   |
|    n_updates            | 1700      |
|    policy_gradient_loss | -0.000723 |
|    std                  | 0.154     |
|    value_loss           | 0.00517   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 380        |
| time/                   |            |
|    fps                  | 4929       |
|    iterations           | 172        |
|    time_elapsed         | 571        |
|    total_timesteps      | 2818048    |
| train/                  |            |
|    approx_kl            | 0.17270964 |
|    clip_fraction        | 0.671      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.2        |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0108    |
|    n_updates            | 1710       |
|    policy_gradient_loss | -0.00344   |
|    std                  | 0.154      |
|    value_loss           | 0.00341    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 374        |
| time/                   |            |
|    fps                  | 4930       |
|    iterations           | 173        |
|    time_elapsed         | 574        |
|    total_timesteps      | 2834432    |
| train/                  |            |
|    approx_kl            | 0.16453078 |
|    clip_fraction        | 0.669      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.23       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0179    |
|    n_updates            | 1720       |
|    policy_gradient_loss | -0.0031    |
|    std                  | 0.153      |
|    value_loss           | 0.00343    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 360       |
| time/                   |           |
|    fps                  | 4931      |
|    iterations           | 174       |
|    time_elapsed         | 578       |
|    total_timesteps      | 2850816   |
| train/                  |           |
|    approx_kl            | 0.1681575 |
|    clip_fraction        | 0.675     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.26      |
|    explained_variance   | 0.989     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00748  |
|    n_updates            | 1730      |
|    policy_gradient_loss | -0.0017   |
|    std                  | 0.153     |
|    value_loss           | 0.0048    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 363        |
| time/                   |            |
|    fps                  | 4932       |
|    iterations           | 175        |
|    time_elapsed         | 581        |
|    total_timesteps      | 2867200    |
| train/                  |            |
|    approx_kl            | 0.19453064 |
|    clip_fraction        | 0.683      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.28       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0141    |
|    n_updates            | 1740       |
|    policy_gradient_loss | -0.00434   |
|    std                  | 0.153      |
|    value_loss           | 0.00436    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 372        |
| time/                   |            |
|    fps                  | 4934       |
|    iterations           | 176        |
|    time_elapsed         | 584        |
|    total_timesteps      | 2883584    |
| train/                  |            |
|    approx_kl            | 0.19904694 |
|    clip_fraction        | 0.687      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.29       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0298    |
|    n_updates            | 1750       |
|    policy_gradient_loss | -0.0016    |
|    std                  | 0.153      |
|    value_loss           | 0.00364    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 386        |
| time/                   |            |
|    fps                  | 4936       |
|    iterations           | 177        |
|    time_elapsed         | 587        |
|    total_timesteps      | 2899968    |
| train/                  |            |
|    approx_kl            | 0.17342816 |
|    clip_fraction        | 0.673      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.31       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0196    |
|    n_updates            | 1760       |
|    policy_gradient_loss | -0.0069    |
|    std                  | 0.153      |
|    value_loss           | 0.00347    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 384        |
| time/                   |            |
|    fps                  | 4938       |
|    iterations           | 178        |
|    time_elapsed         | 590        |
|    total_timesteps      | 2916352    |
| train/                  |            |
|    approx_kl            | 0.15919468 |
|    clip_fraction        | 0.667      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.34       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0208    |
|    n_updates            | 1770       |
|    policy_gradient_loss | -0.00415   |
|    std                  | 0.152      |
|    value_loss           | 0.00342    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 367        |
| time/                   |            |
|    fps                  | 4939       |
|    iterations           | 179        |
|    time_elapsed         | 593        |
|    total_timesteps      | 2932736    |
| train/                  |            |
|    approx_kl            | 0.18944857 |
|    clip_fraction        | 0.684      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.35       |
|    explained_variance   | 0.989      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0159    |
|    n_updates            | 1780       |
|    policy_gradient_loss | -0.00316   |
|    std                  | 0.152      |
|    value_loss           | 0.00432    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 353        |
| time/                   |            |
|    fps                  | 4941       |
|    iterations           | 180        |
|    time_elapsed         | 596        |
|    total_timesteps      | 2949120    |
| train/                  |            |
|    approx_kl            | 0.17112988 |
|    clip_fraction        | 0.676      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.36       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0101    |
|    n_updates            | 1790       |
|    policy_gradient_loss | -0.00344   |
|    std                  | 0.152      |
|    value_loss           | 0.00443    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 362       |
| time/                   |           |
|    fps                  | 4942      |
|    iterations           | 181       |
|    time_elapsed         | 600       |
|    total_timesteps      | 2965504   |
| train/                  |           |
|    approx_kl            | 0.1701653 |
|    clip_fraction        | 0.674     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.36      |
|    explained_variance   | 0.99      |
|    learning_rate        | 0.0003    |
|    loss                 | -0.00629  |
|    n_updates            | 1800      |
|    policy_gradient_loss | -0.00526  |
|    std                  | 0.152     |
|    value_loss           | 0.00458   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 347        |
| time/                   |            |
|    fps                  | 4943       |
|    iterations           | 182        |
|    time_elapsed         | 603        |
|    total_timesteps      | 2981888    |
| train/                  |            |
|    approx_kl            | 0.17923062 |
|    clip_fraction        | 0.677      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.37       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00686    |
|    n_updates            | 1810       |
|    policy_gradient_loss | 0.000581   |
|    std                  | 0.152      |
|    value_loss           | 0.00473    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 357        |
| time/                   |            |
|    fps                  | 4944       |
|    iterations           | 183        |
|    time_elapsed         | 606        |
|    total_timesteps      | 2998272    |
| train/                  |            |
|    approx_kl            | 0.19728342 |
|    clip_fraction        | 0.688      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.39       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0208    |
|    n_updates            | 1820       |
|    policy_gradient_loss | 4.1e-05    |
|    std                  | 0.152      |
|    value_loss           | 0.00479    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 388        |
| time/                   |            |
|    fps                  | 4946       |
|    iterations           | 184        |
|    time_elapsed         | 609        |
|    total_timesteps      | 3014656    |
| train/                  |            |
|    approx_kl            | 0.19552761 |
|    clip_fraction        | 0.687      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.42       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0106    |
|    n_updates            | 1830       |
|    policy_gradient_loss | 0.00293    |
|    std                  | 0.152      |
|    value_loss           | 0.00411    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 376        |
| time/                   |            |
|    fps                  | 4948       |
|    iterations           | 185        |
|    time_elapsed         | 612        |
|    total_timesteps      | 3031040    |
| train/                  |            |
|    approx_kl            | 0.17331836 |
|    clip_fraction        | 0.677      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.45       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0282    |
|    n_updates            | 1840       |
|    policy_gradient_loss | -0.000284  |
|    std                  | 0.151      |
|    value_loss           | 0.00366    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 361        |
| time/                   |            |
|    fps                  | 4949       |
|    iterations           | 186        |
|    time_elapsed         | 615        |
|    total_timesteps      | 3047424    |
| train/                  |            |
|    approx_kl            | 0.19333464 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.48       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0211    |
|    n_updates            | 1850       |
|    policy_gradient_loss | 0.000443   |
|    std                  | 0.151      |
|    value_loss           | 0.00406    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 344        |
| time/                   |            |
|    fps                  | 4950       |
|    iterations           | 187        |
|    time_elapsed         | 618        |
|    total_timesteps      | 3063808    |
| train/                  |            |
|    approx_kl            | 0.20810881 |
|    clip_fraction        | 0.692      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.5        |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.018     |
|    n_updates            | 1860       |
|    policy_gradient_loss | -0.00157   |
|    std                  | 0.151      |
|    value_loss           | 0.00413    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 349        |
| time/                   |            |
|    fps                  | 4952       |
|    iterations           | 188        |
|    time_elapsed         | 621        |
|    total_timesteps      | 3080192    |
| train/                  |            |
|    approx_kl            | 0.18727142 |
|    clip_fraction        | 0.684      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.52       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0132    |
|    n_updates            | 1870       |
|    policy_gradient_loss | -0.00481   |
|    std                  | 0.151      |
|    value_loss           | 0.00454    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 360        |
| time/                   |            |
|    fps                  | 4954       |
|    iterations           | 189        |
|    time_elapsed         | 625        |
|    total_timesteps      | 3096576    |
| train/                  |            |
|    approx_kl            | 0.17978498 |
|    clip_fraction        | 0.685      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.54       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0157    |
|    n_updates            | 1880       |
|    policy_gradient_loss | -0.00326   |
|    std                  | 0.151      |
|    value_loss           | 0.00452    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 374        |
| time/                   |            |
|    fps                  | 4956       |
|    iterations           | 190        |
|    time_elapsed         | 628        |
|    total_timesteps      | 3112960    |
| train/                  |            |
|    approx_kl            | 0.18357748 |
|    clip_fraction        | 0.68       |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.56       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0176    |
|    n_updates            | 1890       |
|    policy_gradient_loss | -0.00328   |
|    std                  | 0.15       |
|    value_loss           | 0.00336    |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 300      |
|    ep_rew_mean          | 376      |
| time/                   |          |
|    fps                  | 4957     |
|    iterations           | 191      |
|    time_elapsed         | 631      |
|    total_timesteps      | 3129344  |
| train/                  |          |
|    approx_kl            | 0.194426 |
|    clip_fraction        | 0.69     |
|    clip_range           | 0.2      |
|    entropy_loss         | 8.59     |
|    explained_variance   | 0.988    |
|    learning_rate        | 0.0003   |
|    loss                 | -0.0242  |
|    n_updates            | 1900     |
|    policy_gradient_loss | -0.00179 |
|    std                  | 0.15     |
|    value_loss           | 0.00348  |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 379        |
| time/                   |            |
|    fps                  | 4959       |
|    iterations           | 192        |
|    time_elapsed         | 634        |
|    total_timesteps      | 3145728    |
| train/                  |            |
|    approx_kl            | 0.20028295 |
|    clip_fraction        | 0.696      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.6        |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00359    |
|    n_updates            | 1910       |
|    policy_gradient_loss | -0.000475  |
|    std                  | 0.15       |
|    value_loss           | 0.0041     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 397        |
| time/                   |            |
|    fps                  | 4961       |
|    iterations           | 193        |
|    time_elapsed         | 637        |
|    total_timesteps      | 3162112    |
| train/                  |            |
|    approx_kl            | 0.19973317 |
|    clip_fraction        | 0.688      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.64       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0105    |
|    n_updates            | 1920       |
|    policy_gradient_loss | -0.0008    |
|    std                  | 0.15       |
|    value_loss           | 0.00348    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 384        |
| time/                   |            |
|    fps                  | 4961       |
|    iterations           | 194        |
|    time_elapsed         | 640        |
|    total_timesteps      | 3178496    |
| train/                  |            |
|    approx_kl            | 0.18697308 |
|    clip_fraction        | 0.683      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.68       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.028     |
|    n_updates            | 1930       |
|    policy_gradient_loss | -0.00201   |
|    std                  | 0.149      |
|    value_loss           | 0.00326    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 359        |
| time/                   |            |
|    fps                  | 4960       |
|    iterations           | 195        |
|    time_elapsed         | 644        |
|    total_timesteps      | 3194880    |
| train/                  |            |
|    approx_kl            | 0.20165387 |
|    clip_fraction        | 0.693      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.72       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0279    |
|    n_updates            | 1940       |
|    policy_gradient_loss | -0.00294   |
|    std                  | 0.149      |
|    value_loss           | 0.00435    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 372        |
| time/                   |            |
|    fps                  | 4961       |
|    iterations           | 196        |
|    time_elapsed         | 647        |
|    total_timesteps      | 3211264    |
| train/                  |            |
|    approx_kl            | 0.19923654 |
|    clip_fraction        | 0.687      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.75       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.026     |
|    n_updates            | 1950       |
|    policy_gradient_loss | -0.00226   |
|    std                  | 0.149      |
|    value_loss           | 0.00484    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 374        |
| time/                   |            |
|    fps                  | 4962       |
|    iterations           | 197        |
|    time_elapsed         | 650        |
|    total_timesteps      | 3227648    |
| train/                  |            |
|    approx_kl            | 0.20092465 |
|    clip_fraction        | 0.696      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.76       |
|    explained_variance   | 0.986      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0263    |
|    n_updates            | 1960       |
|    policy_gradient_loss | -5.59e-05  |
|    std                  | 0.149      |
|    value_loss           | 0.00426    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 377        |
| time/                   |            |
|    fps                  | 4963       |
|    iterations           | 198        |
|    time_elapsed         | 653        |
|    total_timesteps      | 3244032    |
| train/                  |            |
|    approx_kl            | 0.19193837 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.78       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0325    |
|    n_updates            | 1970       |
|    policy_gradient_loss | -0.000247  |
|    std                  | 0.149      |
|    value_loss           | 0.00335    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 379        |
| time/                   |            |
|    fps                  | 4963       |
|    iterations           | 199        |
|    time_elapsed         | 656        |
|    total_timesteps      | 3260416    |
| train/                  |            |
|    approx_kl            | 0.17883763 |
|    clip_fraction        | 0.69       |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.78       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00209   |
|    n_updates            | 1980       |
|    policy_gradient_loss | 0.000855   |
|    std                  | 0.149      |
|    value_loss           | 0.00415    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 371        |
| time/                   |            |
|    fps                  | 4963       |
|    iterations           | 200        |
|    time_elapsed         | 660        |
|    total_timesteps      | 3276800    |
| train/                  |            |
|    approx_kl            | 0.19975814 |
|    clip_fraction        | 0.702      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.8        |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0197    |
|    n_updates            | 1990       |
|    policy_gradient_loss | 0.000328   |
|    std                  | 0.148      |
|    value_loss           | 0.00477    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 376       |
| time/                   |           |
|    fps                  | 4965      |
|    iterations           | 201       |
|    time_elapsed         | 663       |
|    total_timesteps      | 3293184   |
| train/                  |           |
|    approx_kl            | 0.2070762 |
|    clip_fraction        | 0.699     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.81      |
|    explained_variance   | 0.988     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0285   |
|    n_updates            | 2000      |
|    policy_gradient_loss | -0.00208  |
|    std                  | 0.148     |
|    value_loss           | 0.00446   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 373        |
| time/                   |            |
|    fps                  | 4965       |
|    iterations           | 202        |
|    time_elapsed         | 666        |
|    total_timesteps      | 3309568    |
| train/                  |            |
|    approx_kl            | 0.19375324 |
|    clip_fraction        | 0.689      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.81       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0173    |
|    n_updates            | 2010       |
|    policy_gradient_loss | -0.00183   |
|    std                  | 0.148      |
|    value_loss           | 0.00429    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 378       |
| time/                   |           |
|    fps                  | 4966      |
|    iterations           | 203       |
|    time_elapsed         | 669       |
|    total_timesteps      | 3325952   |
| train/                  |           |
|    approx_kl            | 0.2019321 |
|    clip_fraction        | 0.703     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.82      |
|    explained_variance   | 0.991     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0139   |
|    n_updates            | 2020      |
|    policy_gradient_loss | -0.000831 |
|    std                  | 0.148     |
|    value_loss           | 0.00444   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 386        |
| time/                   |            |
|    fps                  | 4964       |
|    iterations           | 204        |
|    time_elapsed         | 673        |
|    total_timesteps      | 3342336    |
| train/                  |            |
|    approx_kl            | 0.20546293 |
|    clip_fraction        | 0.691      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.84       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.00491    |
|    n_updates            | 2030       |
|    policy_gradient_loss | -0.000486  |
|    std                  | 0.148      |
|    value_loss           | 0.00344    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 375        |
| time/                   |            |
|    fps                  | 4963       |
|    iterations           | 205        |
|    time_elapsed         | 676        |
|    total_timesteps      | 3358720    |
| train/                  |            |
|    approx_kl            | 0.17970127 |
|    clip_fraction        | 0.69       |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.84       |
|    explained_variance   | 0.99       |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0153    |
|    n_updates            | 2040       |
|    policy_gradient_loss | 0.000212   |
|    std                  | 0.148      |
|    value_loss           | 0.00339    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 371        |
| time/                   |            |
|    fps                  | 4963       |
|    iterations           | 206        |
|    time_elapsed         | 680        |
|    total_timesteps      | 3375104    |
| train/                  |            |
|    approx_kl            | 0.20722508 |
|    clip_fraction        | 0.699      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.86       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0216    |
|    n_updates            | 2050       |
|    policy_gradient_loss | -0.0038    |
|    std                  | 0.148      |
|    value_loss           | 0.00373    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 369       |
| time/                   |           |
|    fps                  | 4962      |
|    iterations           | 207       |
|    time_elapsed         | 683       |
|    total_timesteps      | 3391488   |
| train/                  |           |
|    approx_kl            | 0.2037008 |
|    clip_fraction        | 0.703     |
|    clip_range           | 0.2       |
|    entropy_loss         | 8.85      |
|    explained_variance   | 0.988     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0104   |
|    n_updates            | 2060      |
|    policy_gradient_loss | -0.0027   |
|    std                  | 0.148     |
|    value_loss           | 0.00403   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 358        |
| time/                   |            |
|    fps                  | 4960       |
|    iterations           | 208        |
|    time_elapsed         | 686        |
|    total_timesteps      | 3407872    |
| train/                  |            |
|    approx_kl            | 0.23835017 |
|    clip_fraction        | 0.704      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.88       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.031     |
|    n_updates            | 2070       |
|    policy_gradient_loss | -0.00145   |
|    std                  | 0.148      |
|    value_loss           | 0.00398    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 359        |
| time/                   |            |
|    fps                  | 4960       |
|    iterations           | 209        |
|    time_elapsed         | 690        |
|    total_timesteps      | 3424256    |
| train/                  |            |
|    approx_kl            | 0.22738753 |
|    clip_fraction        | 0.703      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.91       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00975   |
|    n_updates            | 2080       |
|    policy_gradient_loss | -0.000291  |
|    std                  | 0.148      |
|    value_loss           | 0.00401    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 378        |
| time/                   |            |
|    fps                  | 4960       |
|    iterations           | 210        |
|    time_elapsed         | 693        |
|    total_timesteps      | 3440640    |
| train/                  |            |
|    approx_kl            | 0.21374124 |
|    clip_fraction        | 0.7        |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.89       |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.007      |
|    n_updates            | 2090       |
|    policy_gradient_loss | 0.00457    |
|    std                  | 0.148      |
|    value_loss           | 0.00447    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 378        |
| time/                   |            |
|    fps                  | 4961       |
|    iterations           | 211        |
|    time_elapsed         | 696        |
|    total_timesteps      | 3457024    |
| train/                  |            |
|    approx_kl            | 0.19836488 |
|    clip_fraction        | 0.696      |
|    clip_range           | 0.2        |
|    entropy_loss         | 8.88       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0211    |
|    n_updates            | 2100       |
|    policy_gradient_loss | 0.000346   |
|    std                  | 0.148      |
|    value_loss           | 0.00446    |
----------------------------------------
