Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v3
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v3
Training 2500000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
|    entropy_loss         | 4.18       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00573   |
|    n_updates            | 890        |
|    policy_gradient_loss | -0.00801   |
|    std                  | 0.192      |
|    value_loss           | 0.00109    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 543        |
| time/                   |            |
|    fps                  | 3291       |
|    iterations           | 91         |
|    time_elapsed         | 453        |
|    total_timesteps      | 1490944    |
| train/                  |            |
|    approx_kl            | 0.12584691 |
|    clip_fraction        | 0.63       |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.2        |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0254    |
|    n_updates            | 900        |
|    policy_gradient_loss | -0.0066    |
|    std                  | 0.192      |
|    value_loss           | 0.00121    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 533       |
| time/                   |           |
|    fps                  | 3303      |
|    iterations           | 92        |
|    time_elapsed         | 456       |
|    total_timesteps      | 1507328   |
| train/                  |           |
|    approx_kl            | 0.1449042 |
|    clip_fraction        | 0.643     |
|    clip_range           | 0.2       |
|    entropy_loss         | 4.26      |
|    explained_variance   | 0.995     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0209   |
|    n_updates            | 910       |
|    policy_gradient_loss | -0.0136   |
|    std                  | 0.191     |
|    value_loss           | 0.00116   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 532        |
| time/                   |            |
|    fps                  | 3315       |
|    iterations           | 93         |
|    time_elapsed         | 459        |
|    total_timesteps      | 1523712    |
| train/                  |            |
|    approx_kl            | 0.14240567 |
|    clip_fraction        | 0.652      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.31       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0323    |
|    n_updates            | 920        |
|    policy_gradient_loss | -0.00661   |
|    std                  | 0.191      |
|    value_loss           | 0.00143    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 538        |
| time/                   |            |
|    fps                  | 3329       |
|    iterations           | 94         |
|    time_elapsed         | 462        |
|    total_timesteps      | 1540096    |
| train/                  |            |
|    approx_kl            | 0.14213149 |
|    clip_fraction        | 0.652      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.33       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0293    |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.00717   |
|    std                  | 0.191      |
|    value_loss           | 0.00141    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 550        |
| time/                   |            |
|    fps                  | 3343       |
|    iterations           | 95         |
|    time_elapsed         | 465        |
|    total_timesteps      | 1556480    |
| train/                  |            |
|    approx_kl            | 0.13922799 |
|    clip_fraction        | 0.636      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.36       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0211    |
|    n_updates            | 940        |
|    policy_gradient_loss | -0.00922   |
|    std                  | 0.19       |
|    value_loss           | 0.00104    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 551        |
| time/                   |            |
|    fps                  | 3356       |
|    iterations           | 96         |
|    time_elapsed         | 468        |
|    total_timesteps      | 1572864    |
| train/                  |            |
|    approx_kl            | 0.13627288 |
|    clip_fraction        | 0.635      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.38       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0212    |
|    n_updates            | 950        |
|    policy_gradient_loss | -0.00918   |
|    std                  | 0.19       |
|    value_loss           | 0.00111    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 545        |
| time/                   |            |
|    fps                  | 3370       |
|    iterations           | 97         |
|    time_elapsed         | 471        |
|    total_timesteps      | 1589248    |
| train/                  |            |
|    approx_kl            | 0.14127718 |
|    clip_fraction        | 0.641      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.41       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0364    |
|    n_updates            | 960        |
|    policy_gradient_loss | -0.00778   |
|    std                  | 0.19       |
|    value_loss           | 0.00113    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 541        |
| time/                   |            |
|    fps                  | 3382       |
|    iterations           | 98         |
|    time_elapsed         | 474        |
|    total_timesteps      | 1605632    |
| train/                  |            |
|    approx_kl            | 0.13689753 |
|    clip_fraction        | 0.648      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.44       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00582   |
|    n_updates            | 970        |
|    policy_gradient_loss | -0.00724   |
|    std                  | 0.19       |
|    value_loss           | 0.00128    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 545        |
| time/                   |            |
|    fps                  | 3395       |
|    iterations           | 99         |
|    time_elapsed         | 477        |
|    total_timesteps      | 1622016    |
| train/                  |            |
|    approx_kl            | 0.13579507 |
|    clip_fraction        | 0.645      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.46       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0186    |
|    n_updates            | 980        |
|    policy_gradient_loss | -0.0076    |
|    std                  | 0.189      |
|    value_loss           | 0.00129    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 548        |
| time/                   |            |
|    fps                  | 3409       |
|    iterations           | 100        |
|    time_elapsed         | 480        |
|    total_timesteps      | 1638400    |
| train/                  |            |
|    approx_kl            | 0.14599812 |
|    clip_fraction        | 0.648      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.5        |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0321    |
|    n_updates            | 990        |
|    policy_gradient_loss | -0.00829   |
|    std                  | 0.189      |
|    value_loss           | 0.00119    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 549        |
| time/                   |            |
|    fps                  | 3421       |
|    iterations           | 101        |
|    time_elapsed         | 483        |
|    total_timesteps      | 1654784    |
| train/                  |            |
|    approx_kl            | 0.14240381 |
|    clip_fraction        | 0.659      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.53       |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.00824   |
|    n_updates            | 1000       |
|    policy_gradient_loss | -0.00382   |
|    std                  | 0.189      |
|    value_loss           | 0.00129    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 545        |
| time/                   |            |
|    fps                  | 3434       |
|    iterations           | 102        |
|    time_elapsed         | 486        |
|    total_timesteps      | 1671168    |
| train/                  |            |
|    approx_kl            | 0.14032269 |
|    clip_fraction        | 0.643      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.57       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0235    |
|    n_updates            | 1010       |
|    policy_gradient_loss | -0.0109    |
|    std                  | 0.188      |
|    value_loss           | 0.000735   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 551        |
| time/                   |            |
|    fps                  | 3447       |
|    iterations           | 103        |
|    time_elapsed         | 489        |
|    total_timesteps      | 1687552    |
| train/                  |            |
|    approx_kl            | 0.15274611 |
|    clip_fraction        | 0.662      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.6        |
|    explained_variance   | 0.994      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0282    |
|    n_updates            | 1020       |
|    policy_gradient_loss | -0.00817   |
|    std                  | 0.188      |
|    value_loss           | 0.00117    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 300       |
|    ep_rew_mean          | 550       |
| time/                   |           |
|    fps                  | 3460      |
|    iterations           | 104       |
|    time_elapsed         | 492       |
|    total_timesteps      | 1703936   |
| train/                  |           |
|    approx_kl            | 0.1422041 |
|    clip_fraction        | 0.655     |
|    clip_range           | 0.2       |
|    entropy_loss         | 4.65      |
|    explained_variance   | 0.995     |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0234   |
|    n_updates            | 1030      |
|    policy_gradient_loss | -0.00547  |
|    std                  | 0.187     |
|    value_loss           | 0.00117   |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 537        |
| time/                   |            |
|    fps                  | 3472       |
|    iterations           | 105        |
|    time_elapsed         | 495        |
|    total_timesteps      | 1720320    |
| train/                  |            |
|    approx_kl            | 0.15674007 |
|    clip_fraction        | 0.662      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.67       |
|    explained_variance   | 0.996      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0178    |
|    n_updates            | 1040       |
|    policy_gradient_loss | -0.00789   |
|    std                  | 0.187      |
|    value_loss           | 0.00116    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 545        |
| time/                   |            |
|    fps                  | 3485       |
|    iterations           | 106        |
|    time_elapsed         | 498        |
|    total_timesteps      | 1736704    |
| train/                  |            |
|    approx_kl            | 0.15229228 |
|    clip_fraction        | 0.66       |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.69       |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0343    |
|    n_updates            | 1050       |
|    policy_gradient_loss | -0.00507   |
|    std                  | 0.187      |
|    value_loss           | 0.00139    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 552        |
| time/                   |            |
|    fps                  | 3497       |
|    iterations           | 107        |
|    time_elapsed         | 501        |
|    total_timesteps      | 1753088    |
| train/                  |            |
|    approx_kl            | 0.15656522 |
|    clip_fraction        | 0.658      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.7        |
|    explained_variance   | 0.995      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0257    |
|    n_updates            | 1060       |
|    policy_gradient_loss | -0.00911   |
|    std                  | 0.187      |
|    value_loss           | 0.000924   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 558        |
| time/                   |            |
|    fps                  | 3509       |
|    iterations           | 108        |
|    time_elapsed         | 504        |
|    total_timesteps      | 1769472    |
| train/                  |            |
|    approx_kl            | 0.16201615 |
|    clip_fraction        | 0.671      |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.73       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0169    |
|    n_updates            | 1070       |
|    policy_gradient_loss | -0.00246   |
|    std                  | 0.186      |
|    value_loss           | 0.00132    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 550        |
| time/                   |            |
|    fps                  | 3520       |
|    iterations           | 109        |
|    time_elapsed         | 507        |
|    total_timesteps      | 1785856    |
| train/                  |            |
|    approx_kl            | 0.15060318 |
|    clip_fraction        | 0.66       |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.74       |
|    explained_variance   | 0.996      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0206    |
|    n_updates            | 1080       |
|    policy_gradient_loss | -0.00819   |
|    std                  | 0.186      |
|    value_loss           | 0.000713   |
----------------------------------------
